,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist,sy_gaiamag,calc_temp,distance,have_life
713,HD 168443 b,HD 168443,1,2,Radial Velocity,1998,58.11187301,0.292241,12.6,1.13,2422.83767,7.6231,Msini,6.66,0.529979,,,0,G5,5491.0,1.71,0.98,0.382,3.99,39.6245,6.73166,314.1515446319529,0.18825267032342088,No
714,HD 168443 c,HD 168443,1,2,Radial Velocity,2000,1753.10959642,2.840843,12.2,1.08,5733.43678,18.03941,Mass,17.4,0.20976,,,0,G5,5491.0,1.71,0.98,0.382,3.99,39.6245,6.73166,-84.78157817564716,1.8299837487539325,No
715,HD 168746 b,HD 168746,1,1,Radial Velocity,2002,6.404,0.07,11.1,0.993,85.8141,0.27,Msini,0.345,0.11,,900.0,0,G5,5570.0,1.09,1.07,0.041,4.39,41.5681,7.77169,698.7053749879348,0.06677256199890816,No
716,HD 168863 b,HD 168863,1,1,Radial Velocity,2022,14773.93271605,10.932103,12.7,1.13,2146.32971,6.75311,Mass,5.76,0.186773,,,0,,4905.0,0.78,0.8,-0.501,4.56,39.8979,9.06821,-215.21824672157726,19.462728073363575,No
717,HD 1690 b,HD 1690,1,1,Radial Velocity,2010,533.0,1.36,12.5,1.12,2793.7257,8.79,Msini,7.86,0.64,,,0,K1 III,4374.0,21.66,1.86,1.52,2.04,752.615,8.74943,498.6784226469539,0.23634091270991509,No
718,HD 16905 b,HD 16905,1,1,Radial Velocity,2022,6707.49126331,6.469422,12.5,1.12,2885.45006,9.07864,Mass,8.12,0.664501,,,0,,4866.12,0.77,0.79,-0.518,4.56,39.7401,9.11324,-198.92030887720296,11.745336970089104,No
719,HD 169142 b,HD 169142,1,1,Imaging,2023,,37.2,13.1,1.17,953.48522,3.0,Mass,2.33,,,,0,,7246.0,1.54,1.85,0.768,4.28,113.6,8.05449,-207.9617328048237,15.365367074034003,No
720,HD 169830 b,HD 169830,1,2,Radial Velocity,2000,225.67371788,0.764552,13.2,1.18,803.57766,2.52834,Msini,1.92,0.293956,,345.0,0,F8 V,6300.0,1.94,1.17,0.662,4.01,37.6048,5.77641,170.58135386207033,0.35678536253805,No
721,HD 169830 c,HD 169830,1,2,Radial Velocity,2003,1818.82339336,3.073402,12.7,1.13,2259.86363,7.11033,Mass,6.06,0.246156,,,0,F8 V,6179.26,1.94,1.17,0.662,4.01,37.6048,5.77641,-56.074971824139396,1.4342318727766954,No
722,HD 170469 b,HD 170469,2,1,Radial Velocity,2007,1145.0,2.24,14.1,1.25,209.7678,0.66,Msini,0.411,0.11,,,0,G5 IV,5842.0,1.24,1.1,0.204,4.3,60.178,8.04953,-80.9600813937189,1.7711201267196084,No
723,HD 17092 b,HD 17092,1,1,Radial Velocity,2007,359.89999,1.31,12.5,1.11,3219.6179,10.13,Msini,9.06,0.17,,,0,K0 III,4326.0,13.58,6.73,1.756,3.0,228.422,7.33993,342.71137750353273,0.17348874111050108,No
724,HD 171028 b,HD 171028,1,1,Radial Velocity,2007,550.0,1.32,13.2,1.18,832.7146,2.62,Msini,1.99,0.59,,,0,G0,5671.0,2.47,1.53,0.733,3.84,111.659,8.10233,69.85730960885155,0.5676412283923186,No
725,HD 171238 b,HD 171238,1,1,Radial Velocity,2009,1532.0,2.57,12.5,1.12,2796.88998,8.8,Mass,7.87,0.234,,,0,G8 V,5440.0,1.01,0.96,-0.09,4.43,44.8113,8.41099,-122.35906236038878,2.8505792752243706,No
726,HD 17156 b,HD 17156,1,1,Radial Velocity,2007,21.21663,0.16278,12.33,1.1,1115.5833,3.51,Mass,3.78,0.68,17.44,883.0,0,G5,6040.0,1.55,1.41,0.39,4.2,78.0863,8.03298,550.9586686576789,0.10389653028209753,No
727,HD 173416 b,HD 173416,1,1,Radial Velocity,2008,323.6,1.16,13.2,1.18,858.1,2.7,Msini,2.05,0.21,,,0,G8,4683.0,13.5,2.0,1.892,2.48,132.184,5.75681,433.23954731679123,0.1313584421353246,No
728,HD 174205 b,HD 174205,1,1,Radial Velocity,2022,582.0,1.7,13.0,1.16,1334.87931,4.2,Msini,3.34,0.4,,,0,K2,4308.0,26.6,1.8,2.378,1.8,234.027,5.89765,480.334406696977,0.11001424467725912,No
729,HD 175167 b,HD 175167,1,1,Radial Velocity,2009,1276.07604009,2.306105,12.7,1.13,2161.63039,6.80125,Mass,5.8,0.527781,,,0,G5 IV/V,5635.0,1.75,1.0,0.456,4.09,71.0863,7.82424,-56.102082734023384,1.3642032423802313,No
730,HD 175541 b,HD 175541,1,1,Radial Velocity,2007,298.43,0.975,14.1,1.26,190.06234,0.598,Msini,0.373,0.11,,,0,G8 IV,5013.0,4.19,1.39,0.934,3.33,129.603,7.75927,186.34905763260883,0.3326630888313803,No
731,HD 175607 b,HD 175607,1,1,Radial Velocity,2015,29.01,,2.94,0.263,8.98,0.02825,Msini,1.94,0.11,,,0,G6 V,5392.0,0.7,0.71,-0.271,4.64,40.3303,8.40957,,,No
732,HD 17674 b,HD 17674,1,1,Radial Velocity,2017,623.8,1.42,13.9,1.24,276.5121,0.87,Msini,0.566,0.13,,,0,G0 V,5904.0,1.18,0.98,0.205,4.34,44.4264,7.40113,-35.178253978377114,1.1214717661478375,No
733,HD 176986 b,HD 176986,1,2,Radial Velocity,2017,6.4898,0.06296,2.26,0.202,5.74,0.01806,Msini,2.73,0.066,83.5,,0,K2.5 V,4931.0,0.78,0.79,-0.48,4.44,27.7843,8.14249,494.2683172243858,0.10941194017806069,No
734,HD 176986 c,HD 176986,1,2,Radial Velocity,2017,16.8191,0.11878,2.98,0.266,9.18,0.02888,Msini,1.91,0.111,23.5,,0,K2.5 V,4931.0,0.78,0.79,-0.48,4.44,27.7843,8.14249,285.5682535992887,0.20641598243885081,No
735,HD 177565 b,HD 177565,1,1,Radial Velocity,2017,44.505,0.246,4.0,0.357,15.1,0.04751,Msini,1.3,0.0593,,,0,G8V,5627.0,0.97,1.0,-0.054,4.39,16.9179,5.9739,220.90744207539177,0.2617791824831817,No
736,HD 177830 b,HD 177830,2,2,Radial Velocity,1999,410.10001,1.14,13.5,1.2,537.1327,1.69,Msini,1.2,0.1,,,0,K0,4901.0,3.26,1.7,0.685,3.64,62.7674,6.8866,93.30722930192815,0.5180895724188399,No
737,HD 177830 c,HD 177830,2,2,Radial Velocity,2010,110.9,0.5137,7.87,0.702,47.6725,0.15,Msini,0.537,0.3,,,0,K0,4949.0,2.62,1.47,0.685,3.65,62.7674,6.8866,221.04179820395427,0.23345843276452466,No
738,HD 178911 B b,HD 178911 B,3,1,Radial Velocity,2001,71.484,0.34,12.6,1.12,2552.1749,8.03,Msini,7.01,0.11,,,0,G5,5588.0,1.08,1.24,-0.043,4.46,40.9727,7.86705,167.21321470389165,0.3572554946542875,No
739,HD 179079 b,HD 179079,1,1,Radial Velocity,2008,14.479,0.1214,5.48,0.488,25.74423,0.081,Msini,0.86,0.049,,,0,G5 IV,5646.0,1.63,1.14,0.38,4.16,69.7116,7.77454,641.6108080352817,0.07838242340480718,No
740,HD 179949 b,HD 179949,1,1,Radial Velocity,2000,3.092514,0.0443,13.9,1.24,291.12,0.916,Msini,0.596,0.022,,,0,F8 V,6168.0,1.27,1.21,0.301,4.34,27.4573,6.1106,1187.0978625468051,0.03132591219018164,No
741,HD 180053 b,HD 180053,1,1,Radial Velocity,2018,213.72,0.843,13.3,1.19,697.31902,2.194,Msini,1.63,0.081,,,0,K0,5131.0,4.06,1.75,1.099,3.54,137.043,7.70327,224.74006565366426,0.23786337385455483,No
742,HD 18015 b,HD 18015,1,1,Radial Velocity,2018,2278.0,3.87,13.1,1.17,1010.6994,3.18,Msini,2.47,0.148,,,0,G6 IV,5603.0,3.13,1.49,0.974,3.64,123.801,7.72194,-50.347773997565554,1.2609880328777738,No
743,HD 180314 b,HD 180314,1,1,Radial Velocity,2010,396.03,1.46,12.1,1.08,6397.9179,20.13,Msini,19.8,0.26,,,0,K0,4924.0,8.13,2.2,1.643,2.96,122.362,6.34583,240.62043128337655,0.2202180211389101,No
744,HD 180617 b,HD 180617,2,1,Radial Velocity,2018,105.911,0.343,3.53,0.315,12.214,0.03843,Msini,1.53,0.101,,,0,M2.5 V,3534.0,0.48,0.48,-1.49,4.9,5.91059,8.0976,-88.29878024809045,1.9067516024374844,No
745,HD 180902 b,HD 180902,2,1,Radial Velocity,2009,510.9,1.4,13.5,1.2,535.54355,1.685,Msini,1.2,0.107,,,0,K0 III/IV,4961.0,4.16,1.41,0.973,3.36,104.577,7.52132,104.97386753960637,0.4566968705519734,No
746,HD 181234 b,HD 181234,1,1,Radial Velocity,2019,7593.40511644,7.420228,12.5,1.12,2981.01296,9.37932,Mass,8.39,0.726356,,,0,G5,5386.0,1.06,0.94,-0.099,4.37,47.7458,8.36926,-183.1395623121198,8.316053027787083,No
747,HD 181342 b,HD 181342,1,1,Radial Velocity,2009,564.1,1.592,13.2,1.18,807.2882,2.54,Msini,1.93,0.022,,,0,K0 III,4945.0,4.71,1.69,1.079,3.28,120.391,7.28405,102.936231833004,0.45966672164687067,No
748,HD 18143 b,HD 18143,1,2,Radial Velocity,2022,10.28510117,0.087639,3.23,0.288,10.50968,0.03307,Msini,1.71,0.224176,,,0,K2,5078.0,0.87,0.85,-0.32,4.51,22.5243,7.33209,434.283844142014,0.12667689606840235,No
749,HD 18143 c,HD 18143,1,2,Radial Velocity,2022,28982.41764205,17.521435,12.5,1.11,3115.44391,9.80228,Mass,8.77,0.194257,,,0,K2,5078.0,0.87,0.85,-0.32,4.51,22.5243,7.33209,-223.1177880476885,25.326178989539674,No
750,HD 181433 b,HD 181433,1,3,Radial Velocity,2008,9.3743,0.08,2.4,0.214,6.3566,0.02,Msini,2.53,0.4,,,0,K3 IV,4918.0,0.79,0.63,-0.456,4.45,26.8762,8.09228,410.1938549863104,0.13523527453146114,No
751,HD 181433 c,HD 181433,1,3,Radial Velocity,2008,962.0,1.76,14.1,1.26,203.0,0.64,Msini,0.398,0.28,,,0,K3 IV,4962.0,0.81,0.78,-0.511,4.37,26.8762,8.09228,-124.30811815821792,3.169659916617782,No
752,HD 181433 d,HD 181433,1,3,Radial Velocity,2008,2172.0,3.0,14.2,1.27,171.0,0.54,Msini,0.328,0.48,,,0,K3 IV,4962.0,0.81,0.78,-0.511,4.37,26.8762,8.09228,-159.14579804416957,5.4028294033257644,No
753,HD 181720 b,HD 181720,1,1,Radial Velocity,2009,956.0,1.85,14.0,1.25,127.132,0.4,Msini,0.255,0.26,,,0,G1 V,5736.0,1.5,1.03,0.288,4.09,60.2046,7.67484,-44.77365148565937,1.3279194388520195,No
754,HD 183263 b,HD 183263,1,2,Radial Velocity,2004,624.87403922,1.459291,13.1,1.17,1102.03602,3.46739,Msini,2.69,0.382509,,,0,G2 IV,5948.0,1.23,1.06,0.25,4.37,54.1955,7.71818,-31.695791006032493,1.0943138706309687,No
755,HD 183263 c,HD 183263,1,2,Radial Velocity,2008,4667.97840705,5.581571,12.5,1.12,2959.02909,9.31015,Mass,8.33,0.051364,,,0,G2 IV,5875.99,1.29,1.06,0.25,4.28,54.1955,7.71818,-148.2449800140787,4.185587771877965,No
756,HD 183579 b,HD 183579,1,1,Transit,2021,17.471278,0.1334,3.55,0.317,19.7,0.06198,Mass,2.39,0.28,58.1,769.0,0,G2 V,5788.0,0.99,1.03,0.012,4.5,57.2651,8.51549,424.03883209309254,0.13156968338320346,No
757,HD 184010 b,HD 184010,1,3,Radial Velocity,2022,286.6,0.94,12.1,1.08,98.52681,0.31,Msini,0.306,0.0,,,0,K0 III-IV,4971.0,4.86,1.35,1.117,3.18,60.7993,5.64508,226.63151335269617,0.25979324440201434,No
758,HD 184010 c,HD 184010,1,3,Radial Velocity,2022,484.3,1.334,11.8,1.06,95.34852,0.3,Msini,0.319,0.0,,,0,K0 III-IV,4971.0,4.86,1.35,1.117,3.18,60.7993,5.64508,146.38306969717974,0.3686853064173268,No
759,HD 184010 d,HD 184010,1,3,Radial Velocity,2022,836.4,1.92,14.3,1.28,143.02278,0.45,Msini,0.269,0.0,,,0,K0 III-IV,4971.0,4.86,1.35,1.117,3.18,60.7993,5.64508,76.54828321456012,0.5306415204807101,No
760,HD 18438 b,HD 18438,1,1,Radial Velocity,2023,803.0,2.1,12.1,1.08,6674.39655,21.0,Msini,20.7,0.1,,,0,M2.5 III,3860.0,88.48,1.84,2.968,0.9,224.146,4.73199,834.7037474385037,0.068900011553755,No
761,HD 185269 b,HD 185269,3,1,Radial Velocity,2006,6.83776,0.077,13.8,1.23,321.0083,1.01,Msini,0.671,0.229,,,0,G0 IV,5923.0,2.0,1.3,0.694,3.92,51.9917,6.51831,1061.5805000561027,0.034633048826783176,No
762,HD 18599 b,HD 18599,2,1,Transit,2022,4.1374354,0.048,2.6,0.232,24.1,0.07583,Mass,7.5,0.34,145.0,863.0,0,K2 V,5145.0,0.77,0.86,-0.429,4.54,38.5653,8.73117,638.005161700345,0.07865769894166241,No
763,HD 187085 b,HD 187085,1,1,Radial Velocity,2006,1019.74,2.1,13.9,1.24,265.70588,0.836,Msini,0.544,0.251,,,0,G0 V,6117.0,1.27,1.19,2.13,4.28,45.8993,7.07508,-62.8143391141582,0.18080868795876617,No
764,HD 187123 b,HD 187123,1,2,Radial Velocity,1998,3.0965828,0.0426,14.2,1.27,166.218,0.523,Msini,0.319,0.0103,,,0,G3 V,5790.0,1.15,1.04,0.127,4.33,45.9548,7.67284,1057.0131160270444,0.03680523534515507,No
765,HD 187123 c,HD 187123,1,2,Radial Velocity,2008,3810.0,4.89,13.4,1.19,632.46,1.99,Msini,1.44,0.252,,,0,G3 V,5790.0,1.15,1.04,0.127,4.33,45.9548,7.67284,-148.99755660785547,4.224826310746673,No
766,HD 18742 b,HD 18742,1,1,Radial Velocity,2011,766.0,1.82,13.1,1.17,1080.622,3.4,Msini,2.64,0.04,,,0,G8/K0 IV,4940.0,5.13,1.36,1.143,3.09,162.685,7.55464,93.56793825448653,0.48817033858474584,No
767,HD 188015 b,HD 188015,2,1,Radial Velocity,2004,461.2,1.203,13.6,1.21,476.72,1.5,Msini,1.04,0.137,,,0,G5 IV,5746.0,1.13,1.09,0.059,4.45,50.6706,8.06588,-26.912469767049174,1.123998230013549,No
768,HD 188641 b,HD 188641,1,1,Radial Velocity,2022,14583.81038324,11.958319,11.9,1.06,9262.62856,29.14349,Mass,30.2,0.034325,,,0,,5897.32,1.94,1.07,0.615,3.89,64.3399,7.17761,-168.12257723377186,5.890743795197773,No
769,HD 189567 b,HD 189567,1,2,Radial Velocity,2021,14.288,0.111,2.85,0.254,8.5,0.02674,Msini,2.02,0.189,,,0,G3 V,5726.0,1.04,0.83,0.324,4.41,17.9055,5.9098,501.8268700309495,0.07644040489421465,No
770,HD 189567 c,HD 189567,1,2,Radial Velocity,2021,33.688,0.197,2.54,0.227,7.0,0.02202,Msini,2.35,0.16,,,0,G3 V,5726.0,1.04,0.83,0.324,4.41,17.9055,5.9098,308.57418128126426,0.1356645023798224,No
771,HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.21857567,0.03126,12.666,1.13,359.1479,1.13,Mass,0.943,0.0,356.0,1209.0,0,K2 V,5052.0,0.75,0.79,-0.461,4.49,19.7638,7.41432,821.0121909291539,0.05314825055086011,No
772,HD 190007 b,HD 190007,1,1,Radial Velocity,2020,11.72,0.092,4.21,0.375,16.46,0.05179,Msini,1.21,0.14,,,0,K3/4V,4610.0,0.79,0.77,-0.68,4.58,12.7141,7.06341,324.1641102893677,0.20127406940335885,No
773,HD 190228 b,HD 190228,1,1,Radial Velocity,2022,1143.59857585,2.405224,12.8,1.14,1726.82637,5.4332,Mass,4.52,0.55913,,,0,,5238.0,2.59,1.42,0.657,,62.7146,7.08482,-32.81344671516135,1.1289001447021414,No
774,HD 190360 b,HD 190360,2,2,Radial Velocity,2003,2854.0,3.9,13.4,1.2,572.09113,1.8,Mass,1.31,0.34,,150.0,0,G V,5552.0,1.14,1.0,0.066,4.3,16.0069,5.55436,-140.42528654376497,3.614636311179462,No
775,HD 190360 c,HD 190360,2,2,Radial Velocity,2005,17.111,0.1304,4.59,0.409,19.069,0.06,Msini,1.08,0.237,,,0,G6 IV,5549.0,1.17,0.98,0.066,4.29,16.0069,5.55436,461.78863225213,0.12085860896866712,No
776,HD 190647 b,HD 190647,1,1,Radial Velocity,2007,1176.45,2.231,13.4,1.19,630.89255,1.985,Msini,1.44,0.224,,,0,G5 V,5656.0,1.38,1.07,0.297,4.16,54.4738,7.5942,-76.4604097262862,1.584891624276594,No
777,HD 190984 b,HD 190984,1,1,Radial Velocity,2009,4885.0,5.5,13.1,1.17,985.2,3.1,Msini,2.41,0.57,,,0,F8 V,5988.0,1.53,0.91,0.43,4.02,148.187,8.61126,-133.50403897593486,3.352452934820931,No
778,HD 191806 b,HD 191806,1,1,Radial Velocity,2016,1603.38923493,2.746858,12.5,1.12,2968.87379,9.34112,Mass,8.35,0.213427,,,0,K0,6010.0,1.4,1.07,0.348,4.45,65.6668,7.93339,-83.4345928688943,1.8400778984526611,No
779,HD 191939 b,HD 191939,1,6,Transit,2020,8.8803256,0.0804,3.41,0.304,10.0,0.03146,Mass,1.4,0.031,100.0,880.0,0,G9 V,5348.0,0.94,0.81,-0.187,4.3,53.6089,8.77476,535.4049082808514,0.09971397945955857,No
780,HD 191939 c,HD 191939,1,6,Transit,2020,28.579743,0.1752,3.195,0.285,8.0,0.02517,Mass,1.35,0.034,21.0,600.0,0,G9 V,5348.0,0.94,0.81,-0.187,4.3,53.6089,8.77476,274.58499779533395,0.2172871791208291,No
781,HD 191939 d,HD 191939,1,6,Transit,2020,38.353037,0.2132,2.995,0.267,2.8,0.00881,Mass,0.57,0.031,14.3,540.0,0,G9 V,5348.0,0.94,0.81,-0.187,4.3,53.6089,8.77476,223.3782263009213,0.26441567687534684,No
782,HD 191939 e,HD 191939,1,6,Radial Velocity,2022,101.12,0.407,13.0,1.16,112.2,0.35302,Msini,0.281,0.031,3.9,390.0,0,G9 V,5348.0,0.94,0.81,-0.187,4.3,53.6089,8.77476,86.21877362976795,0.5047710154233872,No
783,HD 191939 f,HD 191939,1,6,Radial Velocity,2022,2200.0,3.2,13.4,1.19,660.0,2.07659,Msini,1.51,0.0,,125.0,0,G9 V,5348.0,0.94,0.81,-0.187,4.3,53.6089,8.77476,-144.98703295183302,3.9687156003804405,No
784,HD 191939 g,HD 191939,1,6,Transit,2022,284.0,0.812,3.74,0.334,13.5,0.04248,Msini,1.42,0.03,0.99,278.0,0,G9 V,5348.0,0.94,0.81,-0.187,4.3,53.6089,8.77476,-18.7251497514479,1.0070615835965369,No
785,HD 192263 b,HD 192263,1,1,Radial Velocity,1999,24.3556,0.15,14.2,1.26,177.9848,0.56,Msini,0.342,0.05,,486.0,0,K2 V,4976.0,0.74,0.66,-0.47,4.51,19.6359,7.49558,215.53928728117478,0.2576862580736382,No
786,HD 192310 b,HD 192310,1,2,Radial Velocity,2011,74.72,0.32,4.27,0.381,16.9,0.0532,Msin(i)/sin(i),1.19,0.13,,355.0,0,K3V,5166.0,0.86,0.8,-0.415,4.51,8.79687,5.47661,101.31467513445608,0.5160003287480772,No
787,HD 192310 c,HD 192310,1,2,Radial Velocity,2011,525.8,1.18,5.25,0.469,24.0,0.076,Msin(i)/sin(i),0.911,0.32,,185.0,0,K3V,5166.0,0.81,0.8,-0.415,4.51,8.79687,5.47661,-83.89902551922054,1.9027512122585348,No
788,HD 192699 b,HD 192699,1,1,Radial Velocity,2007,340.94,1.063,13.4,1.19,666.17168,2.096,Msini,1.52,0.082,,,0,G8 IV,5041.0,4.41,1.38,1.009,3.25,71.8627,6.21085,180.8455298507343,0.332685034127218,No
789,HD 194490 b,HD 194490,1,1,Radial Velocity,2022,13092.18347776,11.043187,12.4,1.11,3580.0227,11.26401,Mass,10.3,0.251363,,,0,,5861.32,1.15,1.06,0.147,4.34,80.2349,8.82731,-189.51667636689123,9.32383171466846,No
790,HD 195019 b,HD 195019,2,1,Radial Velocity,1998,18.20132,0.14,13.0,1.16,1264.9634,3.98,Msini,3.16,0.01,,,0,G3 IV-V,5751.0,1.48,1.21,0.333,4.18,37.6681,6.72911,553.6346867289735,0.09541750046173862,No
791,HD 196050 b,HD 196050,3,1,Radial Velocity,2002,1378.0,2.51,13.1,1.17,1010.6994,3.18,Msini,2.47,0.23,,,0,G4 V,5879.0,1.42,1.31,0.26,4.25,50.6742,7.3407,-77.62918969094645,1.860688705665303,No
792,HD 196067 b,HD 196067,2,1,Radial Velocity,2012,3638.0,5.02,12.3,1.1,3972.85509,12.5,Mass,11.7,0.66,,,0,G1 V,6017.0,1.73,1.29,0.572,4.24,39.9346,6.33009,-116.96712202809013,2.5983862963918494,No
793,HD 19615 b,HD 19615,1,1,Radial Velocity,2022,402.0,1.1,12.6,1.12,2701.54146,8.5,Msini,7.42,0.2,,,0,K0,4263.0,32.3,1.1,2.515,1.4,265.155,6.02012,748.2655565315804,0.060798474873887835,No
794,HD 196885 A b,HD 196885 A,2,1,Radial Velocity,2007,1333.0,2.37,13.2,1.18,819.97,2.58,Msini,1.96,0.48,,,0,F8 V,6254.0,1.31,1.28,0.38,4.31,34.1692,6.26141,-67.56019787987489,1.5302005228121338,No
795,HD 197037 b,HD 197037,2,1,Radial Velocity,2012,1035.7,2.07,13.9,1.24,251.0,0.79,Msini,0.514,0.22,,,0,F7 V,6150.0,1.1,1.11,0.239,4.4,33.1944,6.67106,-74.92040100322774,1.5720644449224894,No
796,HD 199509 b,HD 199509,1,1,Radial Velocity,2022,99.62167078,0.425988,7.39,0.66,42.86581,0.13487,Msini,0.584,0.373206,,,0,G3V,5796.02,0.92,1.04,-0.084,4.51,24.3056,6.817,103.47342041888112,0.46924252739292827,No
797,HD 19994 b,HD 19994,3,1,Radial Velocity,2003,466.2,1.305,13.6,1.21,435.41,1.37,Msini,0.951,0.063,,,0,F8 V,6188.0,1.8,1.36,0.58,4.29,22.5242,4.93038,48.189059715070414,0.6692841061087311,No
798,HD 20003 b,HD 20003,1,2,Radial Velocity,2019,11.8482,0.0974,3.43,0.306,11.66,0.0367,Msini,1.59,0.36,,,0,G8 V,5494.0,0.92,0.88,-0.143,4.41,41.8316,8.19184,473.44539542518294,0.1148309497639447,No
799,HD 20003 c,HD 20003,1,2,Radial Velocity,2019,33.9239,0.1964,3.89,0.347,14.44,0.0454,Msini,1.35,0.1,,,0,G8 V,5494.0,0.92,0.88,-0.143,4.41,41.8316,8.19184,252.6178715192915,0.23154823956507944,No
800,HD 200964 b,HD 200964,1,2,Radial Velocity,2010,606.3,1.565,13.5,1.21,508.21017,1.599,Msini,1.14,0.087,,,0,G8 IV,4982.0,4.92,1.39,1.064,3.22,72.5922,6.23723,117.43118656062398,0.4597421705319795,No
801,HD 200964 c,HD 200964,1,2,Radial Velocity,2010,852.5,1.96,13.7,1.22,385.84562,1.214,Msini,0.825,0.243,,,0,G8 IV,4982.0,4.92,1.39,1.064,3.22,72.5922,6.23723,75.86207734266219,0.57577933178446,No
802,HD 202206 c,HD 202206,2,1,Radial Velocity,2004,1260.0,2.41,12.2,1.08,5689.157,17.9,Mass,17.2,0.22,,,0,G6 V,5766.0,1.04,1.07,0.035,4.5,45.9665,7.91051,-105.66920905879624,2.3148190223120206,No
803,HD 202696 b,HD 202696,1,2,Radial Velocity,2019,517.8,1.566,,,634.38868,1.996,Mass,,0.011,,,0,K0 III-IV,5040.0,6.43,1.91,1.369,3.11,188.546,7.95929,178.41717070760586,0.3238111192085842,No
804,HD 202696 c,HD 202696,1,2,Radial Velocity,2019,946.6,2.342,,,592.43512,1.864,Mass,,0.028,,,0,K0 III-IV,5040.0,6.43,1.91,1.369,3.11,188.546,7.95929,96.10364780477533,0.4842692472455327,No
805,HD 202772 A b,HD 202772 A,2,1,Transit,2019,3.308958,0.05208,17.318,1.545,323.23311,1.017,Mass,0.343,0.038,3440.0,2132.0,0,,6272.0,2.59,1.72,0.971,3.85,161.498,8.22688,1682.5519137419597,0.01702828755913062,No
806,HD 203030 b,HD 203030,1,1,Imaging,2006,,487.1,14.46,1.29,3496.11248,11.0,Mass,6.35,,,1040.0,0,G8 V,5603.0,0.86,0.94,-0.227,4.64,39.2503,8.24663,-262.7401852715559,632.5838929411857,No
807,HD 20329 b,HD 20329,1,1,Transit,2022,0.926118,0.018,1.72,0.153,7.42,0.02335,Mass,8.06,0.0,3474.0,2141.0,0,,5596.0,1.13,0.9,0.049,4.4,63.6796,8.59089,1687.332147131342,0.01701267106393313,No
808,HD 203387 b,HD 203387,1,2,Radial Velocity,2022,512.53519584,1.768964,13.1,1.17,1110.49341,3.494,Msini,2.71,0.731843,,,0,,5174.32,10.59,2.82,1.86,,61.7477,4.05534,286.63851399074065,0.20783514783760496,No
809,HD 203387 c,HD 203387,1,2,Radial Velocity,2022,2481.07226962,5.068253,12.6,1.13,2375.78917,7.47507,Mass,6.53,0.201821,,,0,,5174.32,10.59,2.82,1.86,,61.7477,4.05534,57.56533819731965,0.5954678057514935,No
810,HD 203473 b,HD 203473,1,1,Radial Velocity,2018,1552.9,2.73,12.6,1.12,2479.074,7.8,Msini,6.81,0.289,,,0,G5,5780.0,1.33,1.12,0.25,4.09,72.6402,8.07691,-94.7665528331685,2.0472111914776043,No
811,HD 2039 b,HD 2039,1,1,Radial Velocity,2002,1120.0,2.2,12.7,1.14,1999.1507,6.29,Msini,5.36,0.71,,,0,G2/G3 IV/V,5945.0,1.19,1.23,0.194,4.38,85.6922,8.85974,-79.8213510090855,1.7596353610154627,No
812,HD 204313 b,HD 204313,1,3,Radial Velocity,2010,2041.11538546,3.183074,12.9,1.15,1553.54852,4.88801,Mass,3.98,0.099741,,,0,G5 V,5767.0,1.1,1.03,0.1,4.37,47.7945,7.83246,-123.24878837478917,2.8369176886491334,No
813,HD 204313 c,HD 204313,1,3,Radial Velocity,2015,34.95875432,0.211213,4.32,0.385,17.20043,0.05412,Msini,1.17,0.059476,,,0,G5 V,5776.0,1.13,1.03,0.1,4.38,47.7945,7.83246,317.5790119656955,0.18824378439604278,No
814,HD 204313 e,HD 204313,1,3,Radial Velocity,2022,7325.64666214,7.444845,12.2,1.09,4841.00771,15.23151,Mass,14.6,0.253187,,,0,G5 V,5767.0,1.13,1.03,0.1,4.37,47.7945,7.83246,-173.80556141679855,6.635225090510324,No
815,HD 204941 b,HD 204941,2,1,Radial Velocity,2011,1733.0,2.55,10.1,0.903,73.1009,0.23,Msini,0.39,0.37,,,0,K1/2V,5026.0,0.78,0.58,-0.509,4.42,28.7165,8.19092,-150.24150178396022,4.58184275444241,No
816,HD 205158 b,HD 205158,1,1,Radial Velocity,2022,25.33798092,0.177326,13.8,1.23,123.42834,0.38835,Msini,0.258,0.145252,,,0,,6133.55,1.88,1.16,0.653,3.96,86.6159,7.71934,609.9031468965447,0.08361273270460695,No
817,HD 205739 b,HD 205739,1,1,Radial Velocity,2008,279.8,0.896,13.6,1.21,435.41,1.37,Msini,0.951,0.27,,,0,F7 V,6176.0,1.33,1.22,0.36,4.29,92.5087,8.41991,59.556526146722206,0.591981329414806,No
818,HD 206255 b,HD 206255,1,1,Radial Velocity,2019,96.045,0.461,6.47,0.577,34.2,0.1076,Msini,0.694,0.23,,,0,G5 IV/V,5635.0,2.22,1.42,0.652,3.75,75.2363,7.44849,273.6168322688643,0.21762106202251524,No
